"state","county","precinct","office","candidate","party","votes"
"Alabama","DeKalb","SHADY GROVE BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",265
"Alabama","DeKalb","SHADY GROVE BAPTIST","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE TREASURER","John McMillan","Republican",271
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE TREASURER","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",274
"Alabama","DeKalb","SHADY GROVE BAPTIST","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","SECRETARY OF STATE","Heather Milam","Democratic",43
"Alabama","DeKalb","SHADY GROVE BAPTIST","SECRETARY OF STATE","John H. Merrill","Republican",273
"Alabama","DeKalb","SHADY GROVE BAPTIST","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE AUDITOR","Miranda Karrine Joseph","Democratic",44
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE AUDITOR","Jim Zeigler","Republican",270
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",269
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",271
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",271
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",270
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",271
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",271
"Alabama","DeKalb","SHADY GROVE BAPTIST","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",47
"Alabama","DeKalb","SHADY GROVE BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",266
"Alabama","DeKalb","SHADY GROVE BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",47
"Alabama","DeKalb","SHADY GROVE BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",266
"Alabama","DeKalb","SHADY GROVE BAPTIST","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Cynthia McCarty","Republican",271
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE BOARD OF EDUCATION MEMBER DISTRICT 6","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",281
"Alabama","DeKalb","SHADY GROVE BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",278
"Alabama","DeKalb","SHADY GROVE BAPTIST","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",2
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE SENATOR, DISTRICT 8","Steve Livingston","Republican",279
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE SENATOR, DISTRICT 8","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE REPRESENTATIVE, DISTRICT 39","Ginny Shaver","Republican",282
"Alabama","DeKalb","SHADY GROVE BAPTIST","STATE REPRESENTATIVE, DISTRICT 39","Write-In","No party",1
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",271
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",34
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",232
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",76
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",193
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",80
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",224
"Alabama","DeKalb","SHADY GROVE BAPTIST","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",57
"Alabama","DeKalb","SHADY GROVE BAPTIST","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",98
"Alabama","DeKalb","SHADY GROVE BAPTIST","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",227
"Alabama","DeKalb","SHADY GROVE BAPTIST","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",292
"Alabama","DeKalb","SHADY GROVE BAPTIST","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",48
"Alabama","DeKalb","SHADY GROVE BAPTIST","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",272
"Alabama","DeKalb","SHADY GROVE BAPTIST","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 3","Chris Kuykendall","Republican",279
"Alabama","DeKalb","SHADY GROVE BAPTIST","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 3","Write-In","No party",3
"Alabama","DeKalb","SHADY GROVE BAPTIST","DeKALB COUNTY SHERIFF","John Baker","Democratic",37
"Alabama","DeKalb","SHADY GROVE BAPTIST","DeKALB COUNTY SHERIFF","Nick Welden","Republican",288
"Alabama","DeKalb","SHADY GROVE BAPTIST","DeKALB COUNTY SHERIFF","Write-In","No party",0
"Alabama","DeKalb","SHADY GROVE BAPTIST","MEMBER, DeKALB COUNTY BOARD OF EDUCATION, DISTRICT NO. 3","Carol Hiett","Republican",241
"Alabama","DeKalb","SHADY GROVE BAPTIST","MEMBER, DeKALB COUNTY BOARD OF EDUCATION, DISTRICT NO. 3","Write-In","No party",2
"Alabama","DeKalb","SHILOH TOWN HALL","STRAIGHT PARTY","Alabama Democratic Party","Democratic",9
"Alabama","DeKalb","SHILOH TOWN HALL","STRAIGHT PARTY","Alabama Republican Party","Republican",76
"Alabama","DeKalb","SHILOH TOWN HALL","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",24
"Alabama","DeKalb","SHILOH TOWN HALL","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",166
"Alabama","DeKalb","SHILOH TOWN HALL","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","GOVERNOR","Walt Maddox","Democratic",37
"Alabama","DeKalb","SHILOH TOWN HALL","GOVERNOR","Kay Ivey","Republican",155
"Alabama","DeKalb","SHILOH TOWN HALL","GOVERNOR","Write-In","No party",3
"Alabama","DeKalb","SHILOH TOWN HALL","LIEUTENANT GOVERNOR","Will Boyd","Democratic",22
"Alabama","DeKalb","SHILOH TOWN HALL","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",169
"Alabama","DeKalb","SHILOH TOWN HALL","LIEUTENANT GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","ATTORNEY GENERAL","Joseph Siegelman","Democratic",36
"Alabama","DeKalb","SHILOH TOWN HALL","ATTORNEY GENERAL","Steve Marshall","Republican",152
"Alabama","DeKalb","SHILOH TOWN HALL","ATTORNEY GENERAL","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",39
"Alabama","DeKalb","SHILOH TOWN HALL","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",148
"Alabama","DeKalb","SHILOH TOWN HALL","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",149
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",149
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",149
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",35
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",146
"Alabama","DeKalb","SHILOH TOWN HALL","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","STATE TREASURER","John McMillan","Republican",149
"Alabama","DeKalb","SHILOH TOWN HALL","STATE TREASURER","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",151
"Alabama","DeKalb","SHILOH TOWN HALL","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","SECRETARY OF STATE","Heather Milam","Democratic",31
"Alabama","DeKalb","SHILOH TOWN HALL","SECRETARY OF STATE","John H. Merrill","Republican",155
"Alabama","DeKalb","SHILOH TOWN HALL","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","STATE AUDITOR","Miranda Karrine Joseph","Democratic",32
"Alabama","DeKalb","SHILOH TOWN HALL","STATE AUDITOR","Jim Zeigler","Republican",152
"Alabama","DeKalb","SHILOH TOWN HALL","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",147
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",149
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",146
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",149
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",146
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",146
"Alabama","DeKalb","SHILOH TOWN HALL","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",33
"Alabama","DeKalb","SHILOH TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",152
"Alabama","DeKalb","SHILOH TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",37
"Alabama","DeKalb","SHILOH TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",144
"Alabama","DeKalb","SHILOH TOWN HALL","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Jessica Fortune Barker","Democratic",36
"Alabama","DeKalb","SHILOH TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Wayne Reynolds","Republican",146
"Alabama","DeKalb","SHILOH TOWN HALL","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",157
"Alabama","DeKalb","SHILOH TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",159
"Alabama","DeKalb","SHILOH TOWN HALL","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","STATE SENATOR, DISTRICT 8","Steve Livingston","Republican",160
"Alabama","DeKalb","SHILOH TOWN HALL","STATE SENATOR, DISTRICT 8","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","STATE REPRESENTATIVE, DISTRICT 24","Nathaniel Ledbetter","Republican",159
"Alabama","DeKalb","SHILOH TOWN HALL","STATE REPRESENTATIVE, DISTRICT 24","Write-In","No party",1
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",153
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",25
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",137
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",37
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",104
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",35
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",127
"Alabama","DeKalb","SHILOH TOWN HALL","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",37
"Alabama","DeKalb","SHILOH TOWN HALL","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",90
"Alabama","DeKalb","SHILOH TOWN HALL","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",105
"Alabama","DeKalb","SHILOH TOWN HALL","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",167
"Alabama","DeKalb","SHILOH TOWN HALL","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",27
"Alabama","DeKalb","SHILOH TOWN HALL","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",165
"Alabama","DeKalb","SHILOH TOWN HALL","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 4","Dewitt Jackson","Democratic",80
"Alabama","DeKalb","SHILOH TOWN HALL","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 4","Lester Black","Republican",116
"Alabama","DeKalb","SHILOH TOWN HALL","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 4","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","DeKALB COUNTY SHERIFF","John Baker","Democratic",30
"Alabama","DeKalb","SHILOH TOWN HALL","DeKALB COUNTY SHERIFF","Nick Welden","Republican",166
"Alabama","DeKalb","SHILOH TOWN HALL","DeKALB COUNTY SHERIFF","Write-In","No party",0
"Alabama","DeKalb","SHILOH TOWN HALL","MEMBER, DeKALB COUNTY BOARD OF EDUCATION, DISTRICT NO. 3","Carol Hiett","Republican",136
"Alabama","DeKalb","SHILOH TOWN HALL","MEMBER, DeKALB COUNTY BOARD OF EDUCATION, DISTRICT NO. 3","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","STRAIGHT PARTY","Alabama Democratic Party","Democratic",35
"Alabama","DeKalb","SKIRUM COMM CTR","STRAIGHT PARTY","Alabama Republican Party","Republican",140
"Alabama","DeKalb","SKIRUM COMM CTR","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",59
"Alabama","DeKalb","SKIRUM COMM CTR","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",280
"Alabama","DeKalb","SKIRUM COMM CTR","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","GOVERNOR","Walt Maddox","Democratic",84
"Alabama","DeKalb","SKIRUM COMM CTR","GOVERNOR","Kay Ivey","Republican",257
"Alabama","DeKalb","SKIRUM COMM CTR","GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","LIEUTENANT GOVERNOR","Will Boyd","Democratic",58
"Alabama","DeKalb","SKIRUM COMM CTR","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",279
"Alabama","DeKalb","SKIRUM COMM CTR","LIEUTENANT GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","ATTORNEY GENERAL","Joseph Siegelman","Democratic",64
"Alabama","DeKalb","SKIRUM COMM CTR","ATTORNEY GENERAL","Steve Marshall","Republican",275
"Alabama","DeKalb","SKIRUM COMM CTR","ATTORNEY GENERAL","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",72
"Alabama","DeKalb","SKIRUM COMM CTR","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",259
"Alabama","DeKalb","SKIRUM COMM CTR","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",270
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",268
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",271
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",68
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",257
"Alabama","DeKalb","SKIRUM COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","STATE TREASURER","John McMillan","Republican",271
"Alabama","DeKalb","SKIRUM COMM CTR","STATE TREASURER","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",269
"Alabama","DeKalb","SKIRUM COMM CTR","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","SECRETARY OF STATE","Heather Milam","Democratic",73
"Alabama","DeKalb","SKIRUM COMM CTR","SECRETARY OF STATE","John H. Merrill","Republican",260
"Alabama","DeKalb","SKIRUM COMM CTR","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","STATE AUDITOR","Miranda Karrine Joseph","Democratic",71
"Alabama","DeKalb","SKIRUM COMM CTR","STATE AUDITOR","Jim Zeigler","Republican",258
"Alabama","DeKalb","SKIRUM COMM CTR","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",273
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",270
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",268
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",270
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",268
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",268
"Alabama","DeKalb","SKIRUM COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","SKIRUM COMM CTR","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",67
